projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
0188bc2169f9de33461fcc4b90f9389d,780be30435685e1cab487f7399194cb1,4ba8b6962f3636190bf8ed997d51f2d3,3.60831E+11,40.689482,-73.402482,Copiague,NY,suburban,Copiague Union Free Sch Dist,Suffolk,f,f,Ms.,Environmental Science,Math & Science,Applied Sciences,Math & Science,Supplies,highest poverty,Grades 6-8,275.16,40,f,2/1/13,2/17/13
01896ca9d6917c0c250cc9c8fcc5f43c,6e093b8469b497385b6eba6808296e9c,1cbdf113bde7e7e8457b66926a3bd468,1.10003E+11,38.91555,-77.005249,Washington,DC,urban,Dc Public Schools,District Of Columbia,f,f,Mrs.,Visual Arts,Music & The Arts,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,526.88,135,f,8/15/12,9/26/12
0189ef7049a6cb8203d03bebe0252b23,676f9d7dfacfd8811094221b9dfc22dd,bd850a18409cba46a7ae43864aace1d8,3.6001E+11,40.745975,-73.879639,Elmhurst,NY,urban,New York City Dept Of Ed,Queens,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,487.86,23,t,5/12/13,7/26/13
018c4d9a9796344127ec7287a64133f1,341ca5ca75fc5c32cb1fac8727036362,c659cec5bf8322ac9716c72dd18f2a3b,4.90021E+11,40.920539,-111.876956,Centerville,UT,suburban,Davis School District,Davis,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,moderate poverty,Grades PreK-2,977.27,70,f,10/26/12,11/18/12
018cb174e08a408ce1e64bdfee09330b,2a6bf0ff99996b25e06d1c4524a0eb5a,a957f0cb48c97cb2d43851768f95b735,1.30387E+11,32.548655,-84.916436,Columbus,GA,urban,Muscogee Co School District,Muscogee,f,f,Mrs.,Mathematics,Math & Science,,,Books,moderate poverty,Grades 6-8,508.89,100,t,10/26/12,2/8/13
018cb76e342e42af64e6a9fa557ff41f,ce268c5655b5bb8df6f0a07fbcd66522,37cf3fa8a9cbb71cbc033e1fb6b71c70,4.82034E+11,32.928337,-96.620132,Garland,TX,suburban,Garland Ind School District,Dallas,f,f,Mrs.,Applied Sciences,Math & Science,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,498.55,60,f,4/11/13,5/12/13
018d3cff391edd8aac38609fdfcc3ec8,9ee6c4df3452a98611a512a3d123727c,1c2675476bb78f7145974535b3f5926f,,40.706192,-74.014198,New York,NY,urban,New York City Dept Of Ed,Bronx,f,f,Ms.,History & Geography,History & Civics,Social Sciences,History & Civics,Supplies,highest poverty,Grades 6-8,248.25,95,f,12/9/12,1/20/13
018d8120b07a32d1b843dc1f6cd2ff6d,b70ea9ad6cbad79d8b6829a15c6bf1cf,5fc644b20c7459a14650bb76b829f5e9,62865004450,33.795337,-117.801184,Orange,CA,urban,Orange Unified School Dist,Orange,t,f,Mr.,Health & Wellness,Health & Sports,Gym & Fitness,Health & Sports,Supplies,high poverty,Grades 6-8,911.64,980,f,11/30/12,3/6/13
018e9a6ee51822948f2de2fa13c14843,c22052933c89c6b1f60bda36b2e3346f,c9b0ba3cdcb2a109941bf77a2ceedd5e,4.70294E+11,35.172714,-89.973701,Memphis,TN,urban,Memphis City School District,Shelby,t,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades PreK-2,465.64,20,t,6/20/12,6/26/12
018edce556dda776371b9ad832d63293,ef388022bba0a7e8a6b40b74148723f6,a72df931ca55ced15a9fbaaeaab03be5,,45.942431,-91.357673,Hayward,WI,rural,[Bureau of Indian Affairs],Sawyer,f,f,Mrs.,Health & Life Science,Math & Science,,,Technology,highest poverty,Grades 3-5,204.49,19,f,1/15/12,3/2/12
018f4f8149f6b19da7c28b39e1aabc75,34da06942fd4a88cfafbc6640b91d8ec,5efc2f1b28dc9951482a9173f889f0a7,3.9048E+11,40.236122,-82.443112,Utica,OH,rural,North Fork Local School Dist,Licking,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,309.16,25,f,1/28/12,3/23/12
018f62bcaefd90a0cd52f3e9ad1620da,fd1311d79968630b8f2d28ab220aca89,1a75dc5d01b0d8c7ec5607bd4ed802fe,90432000008,41.081785,-73.523099,Stamford,CT,urban,Stamford Public Schools,Fairfield,f,t,Ms.,Literacy,Literacy & Language,,,Other,high poverty,Grades PreK-2,181.22,25,f,7/28/12,9/6/12
018fcbfcf1d8ffe83a5de94d9fd0cb8e,49803dd02c3042f4f42f4956c4de7666,feade33271a9c018d6d0d97795e4c45e,,41.948474,-87.703021,Chicago,IL,,Chicago Public School Dist 299,Cook,f,f,Mr.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 3-5,250.16,32,t,11/11/12,12/8/12
0190507754f0c428d1f2b9db1b62698c,67e5a991954dc3ec3987e5183cfc7a23,a72753e4d427f9b21f314c59c0dbab90,62271010860,33.945629,-118.22583,South Gate,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades 6-8,557.04,180,f,3/26/13,6/22/13
0190b6b6e90cc627c17b4afa2a93790e,a5801225ce899cb9d2e368861ebd3d55,1979f00178fb0ab7722a1d092785fb05,51068000792,34.774047,-92.190376,N Little Rock,AR,suburban,North Little Rock School Dist,Pulaski,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,454.88,22,t,2/18/12,4/10/12
0190d28244ffb543595b4b95399c7333,79596a29e37024875579e2ab5d4217e8,df99bf200a4a0e74bb0dbb0f9f089c80,3.60015E+11,40.641945,-74.019333,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,159.45,34,f,8/26/13,9/12/13
0190efc1ceea3169b80ba6e016887348,a5262e898419b13bb89f0e858a004787,a8833e98dc897a1f30ba037afc59f6a6,5.50024E+11,44.260174,-89.412153,Almond,WI,rural,Almond-bancroft Sch District,Portage,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades PreK-2,321.79,31,f,10/12/13,11/20/13
019208802c29f8b0aa2ad7a901b6bd8f,704cb5045633f325279a91ad7c643291,cd59c7ec353cbc886c16e2e077fc31a7,61473001799,33.857656,-117.95912,Fullerton,CA,urban,Fullerton School District,Orange,f,f,Mrs.,Mathematics,Math & Science,,,Technology,highest poverty,Grades PreK-2,861.66,48,f,11/17/12,11/27/12
01922181b4b20dfd5b6cf7686b22b28b,0a071ecb20003c9bbe8f77cc1c680fab,2f6847c3747e9deb0cb997926741ab9f,4.10192E+11,45.52874,-122.819213,Portland,OR,suburban,Beaverton School District,Washington,f,f,Ms.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Supplies,moderate poverty,Grades 9-12,1981.16,200,f,11/4/13,1/24/14
01935bd073def2656870d236f261333d,77d0508aff861f07f75634cadaf2e85a,fca3f11f98de78549bc0f03ff1edab01,4.82364E+11,29.800802,-95.390766,Houston,TX,urban,Houston Ind School District,Harris,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,699.71,24,f,12/11/13,3/6/14
0194e6afd0f9439dcd866be7d9a3d08a,2f57c494514a1083ca91bbefc33b2026,e2522cf2744a19c549d2990f7ef42a68,63432005447,32.747158,-117.208481,San Diego,CA,urban,San Diego Unified School Dist,San Diego,f,f,Mrs.,Performing Arts,Music & The Arts,Music,Music & The Arts,Other,highest poverty,Grades PreK-2,361.82,25,f,4/16/12,6/1/12
01950f774a01e144d2dc3cfaae1ea49e,7e11f7d4e6c7444f59d3004a1276142e,f7d29a554fd7161b054d89b0e10ace95,,35.032178,-79.067164,Fayetteville,NC,urban,North Carolina Dept of Ed,Cumberland,t,f,Ms.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Supplies,high poverty,Grades 3-5,403.86,64,t,10/21/13,12/4/13
019609a0257c35aea24b92b444d85d0b,221e545a83a8504f408f543766913175,3065d33099df8849cf396f567d48e518,62271003306,34.037704,-118.159943,Los Angeles,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,high poverty,Grades PreK-2,541.61,24,t,6/20/13,10/12/13
019695c1732b68e1c3e5562b65a17854,a0c7ec919a0405fb3b142dc0bf88eed9,2cae4dfdf5529cb97902aa4d942e7f99,4.21899E+11,39.997131,-75.140915,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,944.99,250,t,9/14/13,12/11/13
0196c7d55ad7340f2ad150e242ddd884,60392b88336feb70ad14118f86133d8b,dfda494bcad957ffc5e15b718d107ca9,63509009630,37.974102,-122.489449,San Rafael,CA,urban,San Rafael Elem Sch District,Marin,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades 3-5,645.82,20,f,9/16/12,11/5/12
01970b16638be6b41bcd199107121e2d,575eeda63c9c4fb9b7008e6b41636b31,49f2b7d656da6f5b850ae62d302c9507,62271003039,34.072123,-118.206004,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,History & Geography,History & Civics,Books,high poverty,Grades PreK-2,427.38,22,f,5/3/12,8/26/12
0197c3410740ad2904638986e4177d0b,b33bb9cfa38303f05adb8953dfb8b7dd,5eb34dca70bcf32aa913831d9180db66,1.20039E+11,25.852937,-80.252894,Miami,FL,suburban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,875.14,250,t,10/9/13,11/3/13
019818ef225b14d04d7d800be806b17c,80218e3c1d387962d5061de1126a0215,48356df309340277a9c047796c8b59ea,4.10294E+11,42.379025,-122.910678,Central Point,OR,suburban,Central Point School Dist 6,Jackson,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,159.68,29,f,9/16/12,10/20/12
01986e6b02e61b2abd3200ddc7896311,ebd302cabd9f8efd78c97c8133581581,9fcb36e4ed8e6daaf13307a049ee3d36,,34.86883,-92.109538,Jacksonville,AR,suburban,Arkansas Dept of Education,Pulaski,t,f,Mrs.,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 6-8,524.26,52,f,1/5/13,4/8/13
01987af1a4338c7cccc50ed28833545b,f70ba7af77a1a22699f0f97aedf34066,deeb9a30bfea78994ca37b44dcbe426f,1.30012E+11,33.681691,-84.393777,Atlanta,GA,urban,Atlanta Public Schools,Fulton,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,1047.51,30,t,11/10/13,1/28/14
0198c7d985e4cb482d260edb6c368f03,36961c64b7cba7e1b235254b3cc61027,f3c1457c83a54a41ea189b114baa2ad6,4.82391E+11,29.979257,-95.248573,Humble,TX,suburban,Humble Ind School District,Harris,f,f,Mrs.,ESL,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades 9-12,171.8,20,f,10/23/13,11/16/13
019906263e93e7b4b3542cbdccf60885,7e6db219de042fe4c1d5c99194dc77c7,0f1702033ec1a3e457d4e542fc7af7f7,5.10291E+11,37.202198,-77.387806,Petersburg,VA,,Petersburg School District,Petersburg City,f,f,Mrs.,History & Geography,History & Civics,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,562.51,24,t,9/18/12,10/29/12
019b5e00f075f9c1410a72fa7619fe21,928a57ac315474c7c3b6925c37a7ede5,be042e20d0a0817c8e4ec507f947a23e,3.60014E+11,40.564106,-74.151398,Staten Island,NY,urban,New York City Dept Of Ed,Richmond (Staten Island),f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,high poverty,Grades 3-5,1990.98,50,f,2/7/13,2/17/13
019bdf27ae02db04bef91df319bd7444,50677994c09889b2fbcb063e3be56997,50105a26ac56210e2b6a0abc786f349b,61488008753,33.796886,-117.943565,Garden Grove,CA,suburban,Garden Grove Unif School Dist,Orange,f,f,Mrs.,Other,Applied Learning,Nutrition,Health & Sports,Supplies,high poverty,Grades 6-8,570.56,70,f,10/20/13,1/29/14
019c39eccd79652f5092cbeedd38245e,e4e00167bf64e83da370883390c5eb3a,b8943dbbb2a4328c5abf50d2ea4021c0,3.70126E+11,36.02543,-78.90802,Durham,NC,urban,Durham Public School District,Durham,f,f,Mrs.,Economics,History & Civics,Other,Applied Learning,Books,high poverty,Grades 6-8,461.86,762,t,5/2/12,5/31/12
019d3adee0060debc9ff44f570e1d74f,343ce3e1455181649685ba7d29ca739f,5da0f10dedeaecd9f443842fcf1321f2,62781004212,37.261707,-121.802815,San Jose,CA,urban,Oak Grove School District,Santa Clara,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,287.53,34,f,9/16/13,10/25/13
019dbe70ca77d5303316a4a12a4c3214,f18f679236186ab59d37465ad23b1427,c4af637f4186e41dfabd55db833bba5a,62805010729,37.834587,-122.291946,Oakland,CA,urban,Oakland Unified School Dist,Alameda,t,f,Mr.,History & Geography,History & Civics,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,711.04,100,t,5/3/12,5/28/12
019e264e732776c0b30ef0360fe14d37,2a30f1f3daf4a6f882f82bcd6d1a75d7,4fbf5b7beee15bc27c83d06ee1327d3f,63531005999,33.714134,-117.863678,Santa Ana,CA,urban,Santa Ana Unified Sch District,Orange,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,225.88,30,f,11/17/12,1/2/13
019e551ce8292dbae9db6434839f0854,eccedc19b293bcfae09e30610c78716a,377540144bd875c21fc5c698cef4cf17,4.50231E+11,34.760324,-82.41367,Piedmont,SC,rural,Greenville Co School District,Greenville,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,489.47,30,t,5/10/12,6/16/12
019e7d8759e804618668a011fd0e4c3a,3d90a5da26e2e283101837584f1e95f6,9943fdb43ab5f2b53f27e961caf9e90a,3.60015E+11,40.631962,-73.923897,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,Ms.,Social Sciences,History & Civics,Literacy,Literacy & Language,Supplies,highest poverty,Grades 3-5,444.06,12,f,3/25/12,5/20/12
019ea270aa4186be5a34a3d4e7215433,2a74107c2c4bb7f00549c9eacbdbaa8a,8d53c51e2ad3e50e42dc2563b95616da,3.6001E+11,40.623283,-74.145668,Staten Island,NY,urban,New York City Dept Of Ed,Richmond (Staten Island),f,f,Mrs.,History & Geography,History & Civics,Civics & Government,History & Civics,Trips,highest poverty,Grades 6-8,1707.06,80,f,10/1/13,11/2/13
01a0578a8a4cf50aabaa15562100c816,f71cc04a4916c34e582112602f387660,2a8c10eec6f316af52956d6460b0f092,40378002356,33.272329,-111.698971,Gilbert,AZ,rural,Higley Unified School Dist 60,Maricopa,f,f,Mrs.,Environmental Science,Math & Science,,,Supplies,moderate poverty,Grades 3-5,815.31,120,t,9/17/12,10/19/12
01a0bdb2302489eb5e2b678ce281aa7e,4f330a0ef3b6fa78721cf34553638aa9,0ba818a9ad1f685eb12f0523381e12d7,60243000137,33.949977,-117.472826,Riverside,CA,urban,Alvord Unified School District,Riverside,f,f,Mr.,Mathematics,Math & Science,Social Sciences,History & Civics,Supplies,highest poverty,Grades 9-12,1005.53,200,f,6/25/12,9/27/12
01a0d3385ba9a994be017b20a8408128,abb8aba304bf3f4d6d26cf755a1aa426,b78813d2de21013218b4c6e11159f61c,5.10081E+11,36.739353,-76.256345,Chesapeake,VA,suburban,Chesapeake School District,Chesapeake City,f,f,Mrs.,College & Career Prep,Applied Learning,,,Books,high poverty,Grades 9-12,386.22,120,f,3/6/13,4/27/13
01a106ac3055ba13248184f0bbfd7922,4991bd242164acbea40c556ac4b28779,e7a6887bd4daee2cb71a98e35b4e2e0b,3.70297E+11,35.30312,-80.771333,Charlotte,NC,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Mrs.,Health & Life Science,Math & Science,Health & Wellness,Health & Sports,Books,highest poverty,Grades 9-12,485.87,120,t,9/8/12,9/16/12
01a11af84a13c94c1be5d3a7436bca44,12e0329fb465005180afb3f37dc54ae0,ecb6f374ddddbb21191787ab03c7faed,4.22283E+11,40.494536,-80.096993,Mc Kees Rocks,PA,suburban,Sto-rox School District,Allegheny,f,f,Mrs.,Early Development,Applied Learning,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,287.95,35,f,4/12/13,5/15/13
01a11faa613f399101d0e0b3025d4f2f,6842566fa7c1f65e528bb1f6e7839990,16069b42467f74619d6774a363fb69ac,3.20006E+11,36.238255,-115.067871,Las Vegas,NV,suburban,Clark Co School District,Clark,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Books,highest poverty,Grades 3-5,485.42,26,f,8/3/13,10/13/13
01a2092070a01865cb11e0de1ebd6fdd,d1084ed9cb56b033f3725eec9b0bd26e,a207bb5cd9c14947bdc8b9d3f1231b9a,2.10312E+11,37.27103,-82.939972,Littcarr,KY,rural,Knott Co School District,Knott,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,782.87,22,t,8/29/12,9/12/12
01a2ce77918d565fef5aa108bea38111,01179c86fa01d06057162f30590b6bcb,ed8dae14ed7146cb718b7a25b71d7515,5.10126E+11,38.856663,-77.149269,Falls Church,VA,suburban,Fairfax Co Public School Dist,Fairfax,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades 9-12,178.33,14,f,3/29/13,4/21/13
01a33dde4bc9636c72fbce2f2a782fd7,7702d3418c62f1a0c16e8328e6e06429,6ad25dda78326d7d1fda36793bbbf16f,,45.015354,-93.284943,Minneapolis,MN,urban,Minnesota Dept of Education,Hennepin,t,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades PreK-2,441.24,19,f,12/9/12,12/19/12
01a39966864ec91c7a604e63218e9a6f,fd30e15b9edf7ba288c97df81145f519,e4ccb5e2e4d1788f6eb32fd940baae03,63942006558,33.835227,-118.332117,Torrance,CA,urban,Torrance Unified Sch Dist,Los Angeles,f,f,Ms.,Applied Sciences,Math & Science,College & Career Prep,Applied Learning,Technology,moderate poverty,Grades 3-5,3276.69,30,f,12/15/13,12/23/13
01a42f0176ad166a825c865f4a86a309,948f44372b2331f90858b9e4572c22ad,7337100606ebc0d5ecc4ba5a32087d84,5.10393E+11,38.067142,-78.879415,Waynesboro,VA,,Waynesboro Public Schools,Waynesboro City,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,477.89,30,f,6/29/12,8/12/12
01a547257efd22e9e798ef9b2a351f7a,d7d9c2d3d849715a8f601c370c3b91db,322d389b39e8cdbc47c9b96f3fd238a0,62271003029,34.20769,-118.457635,Van Nuys,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades 9-12,811.29,40,t,1/10/12,3/6/12
01a58940c04c8897d4624c917e0a477c,6ea37bb641e6b03ac9510c0bd887c9b4,f430209898fe9af8ea63544c5fe630e4,,29.708406,-95.521247,Houston,TX,urban,Texas Dept of Education,Harris,t,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,503.32,950,f,7/18/13,9/10/13
01a63215fa18ac3af2926571464c7018,fae60895c98ab4c49008af2e9c49fe1b,20331a9c4068c933774735311861fd9c,3.60008E+11,40.774338,-73.984751,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Mrs.,College & Career Prep,Applied Learning,Visual Arts,Music & The Arts,Technology,highest poverty,Grades 9-12,2452.94,150,f,11/17/13,3/9/14
01a66458900b3a827cd3c4de33884508,db696b20d5cd0ae35e9659369ded42d1,c59e80a0d276c56491592cf91a253c9e,,29.807417,-95.343529,Houston,TX,urban,Texas Dept of Education,Harris,t,f,Mr.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,1987.96,130,f,9/1/13,10/12/13
01a84ac2b1d37a6e6f2f44796b414e76,4591e10f4406b66800e8f2d11d1f8df7,10e08ed05d2dd57683394321c4861fe4,,41.347861,-82.135172,Elyria,OH,urban,Lorain Co Ed Service Center,Lorain,f,f,Mrs.,Special Needs,Special Needs,,,Supplies,high poverty,Grades 6-8,281.22,7,f,5/10/12,6/23/12
01a8806fa92ea14609a35df5a5c9dee3,2ef2963fe9da67185005081074a3d606,0f0ac2f52a1d5e1a0ab2f67c6000dd50,3.60585E+11,42.909199,-78.886785,Buffalo,NY,urban,Buffalo City School District,Erie,f,t,Mrs.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 6-8,382.18,130,f,9/1/13,9/10/13
01a8952f99fd4c714e895fcaf2b9b141,aa4f2e0d9c47b3e2a6a6d67993dc4822,4fe809a7ad9eede7d29bb671a967a710,3.17482E+11,41.295452,-95.957748,Omaha,NE,urban,Omaha Public School Dist 1,Douglas,f,f,Mr.,Civics & Government,History & Civics,Social Sciences,History & Civics,Technology,highest poverty,Grades 3-5,531.18,300,f,8/30/12,9/13/12
01a8a04fe9c8b39e0151d5ecdfeabe74,38322047c2fe7cba9f22addee16a3721,156e5160859747b99d091504c1bf5f2c,4.90014E+11,40.567708,-111.8533,Sandy,UT,suburban,Canyons School District,Salt Lake,f,f,Ms.,Special Needs,Special Needs,,,Technology,moderate poverty,Grades 6-8,442.54,80,t,11/3/12,3/1/13
01a8d4a3969ba4a5fa3a87441af60444,7bcfbd1037f307eb9eba806ff4736d53,116fe173867ec8693b75077172755bef,5.30294E+11,47.162151,-122.408218,Tacoma,WA,suburban,Franklin Pierce Sch Dist 402,Pierce,f,f,Ms.,Special Needs,Special Needs,,,Supplies,high poverty,Grades 6-8,193.61,10,f,10/9/12,10/19/12
01a9186056e0847f9a318ab6333a1220,ba4bb3242b63af00d999147fab2204ca,5a90d30ac0eb7bf5c433a5ed9fcda434,,41.095835,-73.420106,Norwalk,CT,urban,[County run],Fairfield,t,f,Ms.,Early Development,Applied Learning,Environmental Science,Math & Science,Supplies,high poverty,Grades PreK-2,718.89,19,f,6/2/12,7/5/12
01a9c4f5b626dab0a33422ed73c4894f,0d4ef9531b767f00a7575131df93cbc9,2b3ad9a89d8b01625e03c8b15ad30a3f,4.82364E+11,29.874323,-95.370544,Houston,TX,urban,Houston Ind School District,Harris,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades 3-5,307.49,650,f,12/13/12,12/26/12
01a9cdf23bd15e38af80b2d39ea370c2,cc776400d51d89529e4fbbe97eda3b78,3834b506c0aaac7905626f127d705f05,5.5096E+11,43.019627,-87.951988,Milwaukee,WI,urban,Milwaukee Public Schools,Milwaukee,f,f,Ms.,Literacy,Literacy & Language,Music,Music & The Arts,Other,highest poverty,Grades 3-5,510.41,30,t,10/15/12,11/30/12
01aa02a76bfafbe1749ae65c8c3dd7cf,95e51bdcdc5a7dcd826ad8bf0770181f,89c827674c77c6fc47aa797993db8218,1.73174E+11,41.566074,-88.250317,Plainfield,IL,urban,Plainfield Cons Sch Dist 202,Will,f,f,Mrs.,Literacy,Literacy & Language,Applied Sciences,Math & Science,Books,moderate poverty,Grades 3-5,218,30,f,3/28/13,5/9/13
01aa0ffc79b72abfe82efd3e0eaf6e3c,4816280ce22db8376d11669e57459896,752c47a86660006b6af863c7b0f37916,5.5096E+11,43.167137,-88.037285,Milwaukee,WI,urban,Milwaukee Public Schools,Milwaukee,f,f,Ms.,Special Needs,Special Needs,Early Development,Applied Learning,Other,highest poverty,Grades PreK-2,452.05,15,t,9/14/13,12/17/13
01aa436bf559c8bd37fb756e0dfc6182,da29b0948079bade6f905b816a31ce2f,1e8766bc9dd21ffeb9fbe1a47f135b38,1.70993E+11,41.941351,-87.644614,Chicago,IL,urban,Ravenswood-ridge Elem Network,Cook,f,t,Mrs.,Literacy,Literacy & Language,,,Technology,moderate poverty,Grades PreK-2,807.89,23,f,3/13/13,3/29/13
01ab285e767427adcb7357931365f4f5,128b9a1535af1fc519aad4ab190b79e9,a3dfec12cfdbcea7bd354592cc0620d7,3.70297E+11,35.226757,-80.716331,Charlotte,NC,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,231.07,132,t,8/26/13,12/2/13
01aca4e5f76e68b8fcfce374cea73eb4,08ccd72f74ad05ee9101b3615f1d2154,609df05d3e6373f6b954bb13fcb8ef29,1.20156E+11,27.757959,-82.682335,St Petersburg,FL,urban,Pinellas Co School District,Pinellas,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,437.36,18,f,2/18/12,6/14/12
01ad193bdbda132c3b19612cd0b972bb,7c64d51e7338e1eeb815be7037fdea54,23d2377d4bfd333b6caf5ff78084e8bf,1.20159E+11,28.061426,-81.966553,Lakeland,FL,urban,Polk Co School District,Polk,f,t,Mrs.,Environmental Science,Math & Science,Mathematics,Math & Science,Supplies,moderate poverty,Grades 3-5,559.08,88,t,10/5/12,11/17/12
01ad7b10855f65afec17c85e4c9f6c6b,4734f4d5f6bbb3b5a68ce0faddcdd668,aeeb9b7661546c71a31ce591a1ebbb82,63531005982,33.727089,-117.896821,Santa Ana,CA,urban,Santa Ana Unified Sch District,Orange,f,f,Ms.,Environmental Science,Math & Science,,,Technology,highest poverty,Grades 6-8,371.46,200,f,11/24/13,12/24/13
01aeaf270e3839ff13c07a86e0a005fa,72a347c9a632515a327b62d125fbc9e0,8a7e6f59d2e78acd49556ba105fec211,40636000556,32.718935,-111.49875,Picacho,AZ,,Picacho Elementary Sch Dist 33,Pinal,f,f,Mrs.,Mathematics,Math & Science,Special Needs,Special Needs,Supplies,highest poverty,Grades 6-8,400.96,50,f,8/16/12,9/15/12
01b08150921581b93f01107f3b180bfc,a4175b1a538024b7df6b33a9f49a3f89,8da6754758c7636f22b0c57205efbdd4,1.70993E+11,41.917871,-87.694245,Chicago,IL,urban,Fullerton Elem Network,Cook,f,f,Ms.,Early Development,Applied Learning,Special Needs,Special Needs,Technology,highest poverty,Grades PreK-2,652.34,20,f,1/8/12,3/25/12
01b0f19d03d9203d2a2453f009e0066d,eca5619e2f07a1e968cfe24debd70801,011dd8c11fedd00215137fd5ef445104,4.90036E+11,40.665997,-111.866396,Holladay,UT,suburban,Granite School District,Salt Lake,f,f,Mrs.,Health & Life Science,Math & Science,Visual Arts,Music & The Arts,Supplies,moderate poverty,Grades 6-8,1022.66,202,f,11/7/13,11/16/13
01b133ab7fcec16b13970bb0ee455c60,a166f84ed1db31667eb6ff3904fb03d9,bebeaf790711873874bdb26d01fbc8d2,1.70993E+11,41.754784,-87.557202,Chicago,IL,urban,Skyway Elem Network,Cook,f,t,Ms.,Literacy,Literacy & Language,Character Education,Applied Learning,Books,highest poverty,Grades 6-8,487.68,84,t,11/20/12,11/29/12
